data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Marion County,5,39,101,39101,Distribution of COVID-19 deaths (%),3067,451,0.96,0.024,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Marion County,5,39,101,39101,Distribution of population (%),3067,451,0.88,0.061,0.002,0.006,0.001,0.03,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Medina County,2,39,103,39103,Distribution of all-cause deaths (%),5098,392,0.976,0.014,,0.004,,0.006,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Medina County,2,39,103,39103,Distribution of COVID-19 deaths (%),5098,392,0.977,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Medina County,2,39,103,39103,Distribution of population (%),5098,392,0.932,0.015,0.002,0.013,0,0.025,0.014,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mercer County,5,39,107,39107,Distribution of all-cause deaths (%),1209,120,0.987,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mercer County,5,39,107,39107,Distribution of COVID-19 deaths (%),1209,120,0.992,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mercer County,5,39,107,39107,Distribution of population (%),1209,120,0.948,0.004,0.003,0.006,0.01,0.019,0.011,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Miami County,3,39,109,39109,Distribution of all-cause deaths (%),4093,445,0.97,0.021,,,,0.005,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Miami County,3,39,109,39109,Distribution of COVID-19 deaths (%),4093,445,0.975,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Miami County,3,39,109,39109,Distribution of population (%),4093,445,0.915,0.025,0.002,0.018,0,0.02,0.021,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Montgomery County,3,39,113,39113,Distribution of all-cause deaths (%),30258,3485,0.803,0.179,0.001,0.007,,0.008,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Montgomery County,3,39,113,39113,Distribution of COVID-19 deaths (%),30258,3485,0.815,0.168,,0.008,,0.007,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Montgomery County,3,39,113,39113,Distribution of population (%),30258,3485,0.698,0.214,0.002,0.024,0,0.034,0.028,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Muskingum County,5,39,119,39119,Distribution of all-cause deaths (%),4481,485,0.958,0.035,,,,,0.004,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Muskingum County,5,39,119,39119,Distribution of COVID-19 deaths (%),4481,485,0.967,0.031,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Muskingum County,5,39,119,39119,Distribution of population (%),4481,485,0.912,0.037,0.002,0.006,0,0.013,0.03,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Pickaway County,2,39,129,39129,Distribution of all-cause deaths (%),1809,191,0.973,0.02,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Pickaway County,2,39,129,39129,Distribution of COVID-19 deaths (%),1809,191,0.942,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Pickaway County,2,39,129,39129,Distribution of population (%),1809,191,0.923,0.036,0.002,0.005,0,0.016,0.017,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Portage County,3,39,133,39133,Distribution of all-cause deaths (%),5010,438,0.95,0.041,,0.004,,0.003,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Portage County,3,39,133,39133,Distribution of COVID-19 deaths (%),5010,438,0.941,0.053,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Portage County,3,39,133,39133,Distribution of population (%),5010,438,0.889,0.048,0.002,0.021,0,0.021,0.02,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Richland County,4,39,139,39139,Distribution of all-cause deaths (%),5578,602,0.918,0.069,,,,0.007,0.004,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Richland County,4,39,139,39139,Distribution of COVID-19 deaths (%),5578,602,0.927,0.061,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Richland County,4,39,139,39139,Distribution of population (%),5578,602,0.853,0.092,0.002,0.008,0,0.021,0.023,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Ross County,5,39,141,39141,Distribution of all-cause deaths (%),4069,487,0.953,0.042,,,,0.003,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Ross County,5,39,141,39141,Distribution of COVID-19 deaths (%),4069,487,0.975,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Ross County,5,39,141,39141,Distribution of population (%),4069,487,0.896,0.055,0.003,0.005,0,0.014,0.026,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Sandusky County,5,39,143,39143,Distribution of all-cause deaths (%),2231,232,0.943,0.023,,,,0.031,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Sandusky County,5,39,143,39143,Distribution of COVID-19 deaths (%),2231,232,0.957,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Sandusky County,5,39,143,39143,Distribution of population (%),2231,232,0.835,0.03,0.002,0.005,0,0.105,0.023,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Scioto County,5,39,145,39145,Distribution of all-cause deaths (%),4433,417,0.983,0.013,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Scioto County,5,39,145,39145,Distribution of COVID-19 deaths (%),4433,417,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Scioto County,5,39,145,39145,Distribution of population (%),4433,417,0.93,0.026,0.005,0.004,0,0.015,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Seneca County,5,39,147,39147,Distribution of all-cause deaths (%),1724,162,0.968,0.009,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Seneca County,5,39,147,39147,Distribution of COVID-19 deaths (%),1724,162,0.957,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Seneca County,5,39,147,39147,Distribution of population (%),1724,162,0.89,0.023,0.002,0.008,0,0.055,0.021,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Shelby County,5,39,149,39149,Distribution of all-cause deaths (%),1370,131,0.975,0.017,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Shelby County,5,39,149,39149,Distribution of COVID-19 deaths (%),1370,131,0.992,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Shelby County,5,39,149,39149,Distribution of population (%),1370,131,0.924,0.022,0.002,0.012,0.001,0.016,0.023,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Stark County,3,39,151,39151,Distribution of all-cause deaths (%),18201,2293,0.917,0.073,0.001,0.003,,0.005,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Stark County,3,39,151,39151,Distribution of COVID-19 deaths (%),18201,2293,0.922,0.068,,,,0.005,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Stark County,3,39,151,39151,Distribution of population (%),18201,2293,0.859,0.079,0.002,0.01,0,0.023,0.027,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Summit County,3,39,153,39153,Distribution of all-cause deaths (%),24823,2312,0.841,0.141,0.001,0.01,,0.005,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Summit County,3,39,153,39153,Distribution of COVID-19 deaths (%),24823,2312,0.835,0.144,,0.011,,0.008,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Summit County,3,39,153,39153,Distribution of population (%),24823,2312,0.758,0.149,0.002,0.041,0,0.024,0.026,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Trumbull County,3,39,155,39155,Distribution of all-cause deaths (%),8290,856,0.911,0.08,,0.002,,0.005,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Trumbull County,3,39,155,39155,Distribution of COVID-19 deaths (%),8290,856,0.902,0.088,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Trumbull County,3,39,155,39155,Distribution of population (%),8290,856,0.867,0.084,0.002,0.006,0,0.02,0.021,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Tuscarawas County,5,39,157,39157,Distribution of all-cause deaths (%),4110,512,0.985,0.009,,,,0.004,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Tuscarawas County,5,39,157,39157,Distribution of COVID-19 deaths (%),4110,512,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Tuscarawas County,5,39,157,39157,Distribution of population (%),4110,512,0.937,0.008,0.001,0.004,0.001,0.034,0.014,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Union County,2,39,159,39159,Distribution of all-cause deaths (%),1440,124,0.969,0.014,,0.01,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Union County,2,39,159,39159,Distribution of COVID-19 deaths (%),1440,124,0.984,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Union County,2,39,159,39159,Distribution of population (%),1440,124,0.88,0.026,0.002,0.054,0,0.022,0.016,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Van Wert County,5,39,161,39161,Distribution of all-cause deaths (%),885,114,0.968,0.014,,,,0.016,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Van Wert County,5,39,161,39161,Distribution of COVID-19 deaths (%),885,114,0.965,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Van Wert County,5,39,161,39161,Distribution of population (%),885,114,0.931,0.011,0.002,0.003,0,0.04,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Warren County,2,39,165,39165,Distribution of all-cause deaths (%),7033,546,0.948,0.037,,0.008,,0.006,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Warren County,2,39,165,39165,Distribution of COVID-19 deaths (%),7033,546,0.929,0.057,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Warren County,2,39,165,39165,Distribution of population (%),7033,546,0.847,0.035,0.001,0.067,0.001,0.031,0.018,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Washington County,5,39,167,39167,Distribution of all-cause deaths (%),3536,440,0.981,0.014,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Washington County,5,39,167,39167,Distribution of COVID-19 deaths (%),3536,440,0.984,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
